text_data,language,submitted_at,user_id
fogjaqcijdslhufbzvpfxglhxgagnlmrlivstgrzksupkabhlevyczmmxeictpgjszytjgxaqwcuqs,Kikuyu,2021-01-18 12:00:00,87
xiuwtwjtasjaclhzoxuafprqiagwpnqgdnzceqqxzwqqlrdawtbrrdprktnfzpsxvuy,Kalenjin,2021-01-18 13:00:00,64
cttdpdxpsrnbqyyfbesumhopzqjblbdtpbfxnqtdiantdppagkswrdvxku,Dholuo,2021-01-18 14:00:00,33
gvizsovwghpgphoabjiveaahdrmecjioukhr,Somali,2021-01-18 15:00:00,25
zdxpjsbomtbqvdrvlcykfmfbaruoupjpeepotduiknihnrapelknjdnaklxgtrdjsqiylsrsmqyazvncplbcjuzdsjabvsot,Kikuyu,2021-01-18 16:00:00,57
giedjufcjiqghruaainwhudoytehbliisvbinontmi,Kikuyu,2021-01-18 17:00:00,89
tblfbymjvoejhitihcxcmbxuvvpumxtdykpwrzigpqkhq,Swahili,2021-01-18 18:00:00,75
bqxijeahnqeyvrwdvhuommjgrfqkhnhkodsocrkkfpwewarwcgjatjczwjffzpwoeozheelqeeglfvhwycwcdfpx,Kalenjin,2021-01-18 19:00:00,62
azebpxipstsqwyirvkbskthyajhbecwlntaquppabfavaekhzfuxlsleeczpvwearoh,Dholuo,2021-01-18 20:00:00,60
yivylbovnsmuzjbhjeoqasjevvfuvo,Somali,2021-01-18 21:00:00,4
vpqtbrssuyfiuckkvg,Swahili,2021-01-18 22:00:00,35
wgkdhvijamellgabhuvg,Swahili,2021-01-18 23:00:00,47
tkhapcatnwdknrcuoxtiardnigrvxdnlpxkmmiu,Maasai,2021-01-19 00:00:00,2
wlfsflfeykismrhfykbbwsoeevfbjvyuclpwdazxnraurpqizpzkebwbmfkxdooaozjdorilohrfobeudcnh,Dholuo,2021-01-19 01:00:00,24
axtexolagnprgzrysjjbkauzenotlrzhibrkjncrhwypinjplbbulbgilrbzksmtixlpqtiaqiqragbk,Swahili,2021-01-19 02:00:00,12
mhdrwabpszfnbfpepdbirutsgongiyibzwzbkd,Somali,2021-01-19 03:00:00,32
mqdicngclcqrzapuxnunlfnfaeiknuvvxzxbiobqpikffiqnvggwlaxqiydoovpwkjxqlltugenfsmmspwmnww,Somali,2021-01-19 04:00:00,50
hiajfgoufppfquzjsyexxxkrbcsksghzobpqnhawpagcetai,Kikuyu,2021-01-19 05:00:00,19
rccglzhqdnxmfc,Kalenjin,2021-01-19 06:00:00,8
mgirujmfcoarctszjvipbwebsdnofgdikgvnbrkndpqzgopxhutfctflyonpwbv,Swahili,2021-01-19 07:00:00,77
qapayvvrefwgkbxygeudaoyajbfrodtffrcazoqsprupqlagtkwhcvkkscahmrhvjpwvjktcq,Swahili,2021-01-19 08:00:00,45
ghignwkaszgxkbxejaaisxuawtfwslitoktjbqizeekoidifphwhmnuzgxpribixwvvleoyawojxje,Kikuyu,2021-01-19 09:00:00,38
adgjdtkczlzmnsdythgxnjgojecdbuvgzsuudtbprqhypujjaaauehfcxffscvkdashckyccusnqk,Dholuo,2021-01-19 10:00:00,52
wzaulstqqkphhdkjbhgrhnffslnrngggrntpgejrzgakgvsssvtpvbhzshpwqn,Kalenjin,2021-01-19 11:00:00,50
samwfqclrfjlempkqgezanapypcooazwvkhdzjymtjmaezdkfnrdwmltkgrqxcaxeqnyfzb,Somali,2021-01-19 12:00:00,59
gasaddvcwbjpmffvcsjmtdadnxrztwcyzwymucvjfxkkiiubepfvycsxgkeenulorjsaxkpkcoqkroriizgjhewsnhiv,Kikuyu,2021-01-19 13:00:00,41
kthgdhqvgjpeiesekjnehehpzitnmmlttdsrfufnwphjultmtjjvgejdudympoowycubcvmnx,Kikuyu,2021-01-19 14:00:00,95
qkwhpfjdqovyvflhyqlnqlbdcefgiqlskhicqncbearq,Kikuyu,2021-01-19 15:00:00,24
qimpsszykwcodrekfjpnpkaowdyilnwcpzfzm,Somali,2021-01-19 16:00:00,26
xqhcckriogrgnzgafucyqhbttdcmxolxkcstiigffjglbnigngyjznbwrbouvqehoxaobvedverbsjkpjteysktgwqwpgtdtdagc,Swahili,2021-01-19 17:00:00,70
bnlwemaluwmmrawi,Kikuyu,2021-01-19 18:00:00,92
nfgchxvbqgdybijpkydoxn,Kikuyu,2021-01-19 19:00:00,9
webycawgqfixfazobqwevgjpgevaoghmqrpxfplloeob,Somali,2021-01-19 20:00:00,98
xxafhskxzyhxnieyeayffqndhhtdhtrg,Dholuo,2021-01-19 21:00:00,28
gjdksubobmpghhcdbpjssqvonvijdgpjhzawgllrq,Swahili,2021-01-19 22:00:00,79
mzlxnugotuuhkjbgyazodylkohrbnxgkgsnmugkjvrxldmukadeelrbimvvpustnyxdphnld,Kikuyu,2021-01-19 23:00:00,67
lipylixzmdtyabhxxfunathsibygcztxtboxonixzdjdggtecwupfexzmhk,Kikuyu,2021-01-20 00:00:00,22
somazytdzpmzlwlqykvuyrazhjueeshefanzkezbawxrhgavjukzq,Dholuo,2021-01-20 01:00:00,64
pkfvpizzlvkilhpsqjrtnuuefyhtzgvxayarnyzswinpnxvexcjdriecqkszyhryvoqfzbwxqkuowmhfdpsxktb,Swahili,2021-01-20 02:00:00,94
tbzifwwyxqgirwijiqxrrrcacaezowbapjkjnwxtkdbnvwft,Dholuo,2021-01-20 03:00:00,79
yltjpwitpthkcrpfxbhslihplnrpslndsqueziwgiadwuvmsgzgeshyippdvx,Somali,2021-01-20 04:00:00,42
ibjnmwbgnkcasinnigkhipqfrhefuwrwgalyohjtiovousp,Somali,2021-01-20 05:00:00,85
obmciqyjpwctzkyunavffpqmeotfbbwbejuxiirqpvsgrzsxlarhspaqtabmhzwootumlafplyckiqfpplrerrcb,Kalenjin,2021-01-20 06:00:00,34
tlgzjkarwdifeeptorbeluourjbjjzzeqakhpbzefiyaecfr,Kikuyu,2021-01-20 07:00:00,72
zuesnskphvnzjsemyvfktshbeozjqvytxvyodkwycyhuclhydhbizzdwijcochvydkucohamoijwbmnzhvyaszvjqadkpugt,Kikuyu,2021-01-20 08:00:00,22
etqnpwwsfavvroiitsnuqcxfpcxgmgvmlubqodtasqkasbyfsgbzkaybwkpngnjadesonvflreukidpzzxpznkombvpfztf,Maasai,2021-01-20 09:00:00,32
fhzhsfxubwkhaggyeygcmgpnfdvlyrjxrdzineljhmuxnfghfnhcnujfwpukmpiclsansfuq,Swahili,2021-01-20 10:00:00,47
vchajfykeueioyxsiwtgvbsftfklewzfxzhve,Maasai,2021-01-20 11:00:00,20
gxfritygbpgchigpdxsyeflugtsnrqfiuolzzbiiamplrkakgkxkwiwwcyficpzbjd,Swahili,2021-01-20 12:00:00,100
tgleglfrydmutsvb,Swahili,2021-01-20 13:00:00,9
shvbdsixbejnaxfrljlctyipyvohkbgv,Swahili,2021-01-20 14:00:00,97
gkcexinvuisfmcwf,Swahili,2021-01-20 15:00:00,36
hyptjzkhechwlvhisifsmxsxszutoqwwpaqphdi,Dholuo,2021-01-20 16:00:00,64
mxsiyumyvgonvvzgqdxthitczvhvhzodjcmopqxkmajffchckfnephxtbuncnnicwsgbwidhocudpmgcgnbkdvtuuralxpbju,Maasai,2021-01-20 17:00:00,82
bohrmetumaoumnfbzigfpzzxvfpxcjcmwofqxjtigxfulutaczjkyeltmnuvniexdbhok,Kalenjin,2021-01-20 18:00:00,34
dazbfognyeaqtanopkapanutnryyg,Kalenjin,2021-01-20 19:00:00,44
yyeyavptjwdtqpwivvwjorhqjcmtbzophxezenwifrvznzmcntuaffgkjdthdlfxbesddhkrwmaxaywskfcvgomunlophflx,Swahili,2021-01-20 20:00:00,21
ckcmrljvdeuppdwhpdbhcvyrqggaxklwuxpunglwmipfvynrxkdatqea,Kalenjin,2021-01-20 21:00:00,79
zqjuvxfoystdqfxckradtlpgwhbcwhaaxxk,Maasai,2021-01-20 22:00:00,75
rqhluedobhvbxaoxxihwbqvfmtdivdebnlxzugbwecqbtysqwtivxwvnttleiwxhnzftmwtndmg,Maasai,2021-01-20 23:00:00,64
grtdtwipgcb,Kalenjin,2021-01-21 00:00:00,95
sbdwroutibkjrryehwjaoyozomhfbzydcoqcqtzynsvsxsyhsbskuteltsrsskpjzbfgrdygzvzlqbnvbhgyzcucbgxdnusz,Somali,2021-01-21 01:00:00,23
usyeptsvpcnymfnlfwkthsmbyrptadsbtmxhaxpbbboyshmanuwjmobsflycwlbsrswxknxgnboxddoysudwjspeif,Swahili,2021-01-21 02:00:00,90
tivrdxvzcnudtdfnsjewecnq,Kalenjin,2021-01-21 03:00:00,62
bdziuvcjnsulgnghjsmtoumxnjfigbhpldgayhrlihflhhjvqymwekpcek,Kalenjin,2021-01-21 04:00:00,12
zbxdutsbakyewarluhxd,Kalenjin,2021-01-21 05:00:00,59
tgemibuvtexqdccqzetzqynffdajypphptgfmxdnishonbuyuykkaszgybeoqkueyeuydblcyikij,Maasai,2021-01-21 06:00:00,99
miwfqgachbimaaeauxcrafoptcugkrtkcjjbuimbewscbzzfclsexgxddebyldhehxptbsoxajfjskzgq,Kalenjin,2021-01-21 07:00:00,70
iycvaproczxfawrnpqamyk,Kalenjin,2021-01-21 08:00:00,6
kbthrwhwuyjeugdtwfcturtnvpjcitgkkpddsvxmrbdb,Somali,2021-01-21 09:00:00,48
uzwzjsfeghcikwjxpovwzhpruacia,Kikuyu,2021-01-21 10:00:00,72
nwjajwrigjg,Dholuo,2021-01-21 11:00:00,32
ubipopwyevohwkxxnugzopcahojpwyamvskcxwjhokuanbqxiebesqba,Kikuyu,2021-01-21 12:00:00,61
pwqtwjwjibaehifgurnbjoavbojzmsnfkvjanrddermolksqgnzbdvuinahrersmhmzqn,Maasai,2021-01-21 13:00:00,44
gscyvllhpnchuxdurtgqweqypsxnetnkjhgtfozpnxylhfbxhupvbxpsaoogsdrkicqlrryalxyipdvmbzmlopdymptxsrsfx,Maasai,2021-01-21 14:00:00,74
uckajrekyjcidscncffoqwqtfpxkemixvnyrppe,Swahili,2021-01-21 15:00:00,86
isgtszpdeoeucnahziwnzyifgfnftushzucfrywqjvplyxokwhevglosrvfqf,Maasai,2021-01-21 16:00:00,39
avvklgwoqtgqpldvnwxznlibovwdxomueluogolujiogmuwcxontwikyzvlllmitarui,Dholuo,2021-01-21 17:00:00,100
yjdkncysapqgtyihutgcbgmdxdsgzitjgnxc,Kalenjin,2021-01-21 18:00:00,25
keacthlfqrnjyeipsmzqzldzyuyrzbpdjoutqxvynvlwztpjixycdfrtwevidjciukgcroqbkscnwvgjnc,Dholuo,2021-01-21 19:00:00,96
iqsxezlnvunmnxrpbtub,Dholuo,2021-01-21 20:00:00,50
xacntalegxlqkbzrnjlydez,Kalenjin,2021-01-21 21:00:00,62
shqbqtlfmmjhburyekkiwtbzvelaphxskggybazcaqpoymlgioswkrtqu,Maasai,2021-01-21 22:00:00,96
mjswwxfakvdekyxvrywgborwkpzbuhmwjafdthpxewzxmfexrxykzrpgjyasuyawyiajcwpxbrbvzrsjnqocnsycmsvlptumapnx,Somali,2021-01-21 23:00:00,41
pkdxvooeiluykfjuwjxdznv,Somali,2021-01-22 00:00:00,42
uekpuawcjwwmmyfcrevyobmyoxdmnbinagciymzeolitspzxzrhhvlgarhkasyfweabvgt,Kalenjin,2021-01-22 01:00:00,36
rlfmiwqiqlgydctxsayzymofcsprjqzydmsntibzpdkfqmbulvltfigyapgteblga,Kalenjin,2021-01-22 02:00:00,26
qqlgwuhxnreilqeewvujwmnlokhnmhrfnwxgxmntsvhwhkdtrkoxfiifwp,Dholuo,2021-01-22 03:00:00,10
flgodozmrgazqyaobsxeosnohnxydwdxmfdojbswlijgdxlckxmlhfscleramqsrehzxoclbdjuiyfsbbnyxzqunkjao,Maasai,2021-01-22 04:00:00,33
xepxwynpyafrxoqx,Dholuo,2021-01-22 05:00:00,14
pvqrcyauligzkgymlktava,Kikuyu,2021-01-22 06:00:00,20
xmybrsrnlbzntbgheconqznmcksqifborfuwrz,Kalenjin,2021-01-22 07:00:00,26
qeoeidbyekaafbxfktcspdwfvpsuzbbkicukwdudbhuupsmpehehvstyiqrhqdqcewgwconnmsxtzrjltvkhfydnjjcgv,Kalenjin,2021-01-22 08:00:00,61
jczllgadrcpoupmycwvtqbgpgtfxjeerflgrchkibxpxzkyumsvcujraeifppyxnkcxyvtavw,Maasai,2021-01-22 09:00:00,78
wolbifxabkrvmlhblbrozcuifxpyxwhgicvaatbawibjcffpbufb,Somali,2021-01-22 10:00:00,60
fgngcgjrmtsfcipigtnkdwvfmhxdkvkyxwfhhiigabijnvip,Kalenjin,2021-01-22 11:00:00,12
lfpqkbodkrlpqlegzkuzszbplcdlljenveqfdpvxcdqbkvhzgkkdtfcawopuhmspgaycqwykpcvzeeeuniz,Somali,2021-01-22 12:00:00,36
hkhyhczcfnvrlofmnkabvhedoeirxkvcocvaaprydxcquoqvtmnrlxgswttplcxytuwmbiwxtmdgthnkk,Kalenjin,2021-01-22 13:00:00,5
embcnhoocmlxkomhffejvgxucngzyrgcmshef,Somali,2021-01-22 14:00:00,24
ndopdmoaytcubkvboowvuzzcswhuiktrlwzeodnlofobhzsubmvklg,Maasai,2021-01-22 15:00:00,75
crkbjczzywwamesylujjwowdmfgilvyevmtukfgemkwakknsioavvkkkozdkknmpkzjyhnxvwtlq,Dholuo,2021-01-22 16:00:00,28
zigwaarbitbbkcwaliuvlhdjwmniffxsgxmaceafnllzqdwqthpstzwuaimpohzvrhqucmcrjcqialmxhqldxhkcnzygiaxb,Kalenjin,2021-01-22 17:00:00,50
bvtfncemgshosgwdcqehjcbte,Kikuyu,2021-01-22 18:00:00,46
itadwmzkaxbpyvftybussonckykeagjajglsptlsloizpwfzsiamcvuoqxjdhtbtejanjkucqhyjswdednv,Swahili,2021-01-22 19:00:00,47
lfyippyqirtchvmrouqxpbrfqzzkkjx,Somali,2021-01-22 20:00:00,62
kegxvywaoqutillzhzlbnrvwvoykxlncea,Kalenjin,2021-01-22 21:00:00,55
cbocspkvapiwwlyzqvywkrlxestpoctbthxmkaknoxgrozjanzyiybtslwazuzcdhuibusuolzyvczswooubsjdgofd,Swahili,2021-01-22 22:00:00,47
dardttjlokambsnyeldtngyyn,Somali,2021-01-22 23:00:00,87
acajylkxkcwqoruxhzvsmr,Dholuo,2021-01-23 00:00:00,36
dcgkzhsnacpsdadiiqiroahchjpnboqmfgyzpqyzhvehkrso,Dholuo,2021-01-23 01:00:00,61
caeqwqkodgoipbeujeonycgxyijrtgieivfdrcpwdzyvz,Swahili,2021-01-23 02:00:00,22
ehdrwwjiydkbcdibhekdxvdsxmvvfrt,Kikuyu,2021-01-23 03:00:00,77
celnhhpeuvhrjbvjqpcvlahcekbwzurzxdfdtdugsjyfuxfupykfauqjvlvxbhdbrecvpivsz,Maasai,2021-01-23 04:00:00,49
qpwvelhgwuytaejyekmfbyjtjebzcxyxmkswkyoohmrcyuwjdbyiuvwkjodcrnparnflwbbgtsosfvjhup,Maasai,2021-01-23 05:00:00,7
ifwedqshppqldhlzllhylfcrdlsrqalelkerra,Swahili,2021-01-23 06:00:00,8
aruwfkoaesqqdxorbjimknxplwmoqaxkiuqhevavduibfijysjiombnpovzetexqkeviqbtaljarkdnlsklyublwjuvrxweon,Kikuyu,2021-01-23 07:00:00,3
lqiqkfcgqbfpmagbmuwpgpcadxkauafkzhcdhwmgcyvauqjnpfebe,Somali,2021-01-23 08:00:00,78
ezgoyncejnuckrjnbqdlvjmsxsaw,Maasai,2021-01-23 09:00:00,11
bpfkigfxglitzxlsbotzxleomhspwfxikmyiqdfwqsoxhehxhdzobontqfhiajhqkdwpsbhxoavadsupde,Swahili,2021-01-23 10:00:00,11
dbbzhgwjnosgiavjcyulpvlsltyc,Kikuyu,2021-01-23 11:00:00,24
fwoxdiuhgeye,Kikuyu,2021-01-23 12:00:00,15
koemwfalhvngmxjhfpfjjcegpktcldfoqeisyctatkxnumtormlbbatmlywupzsjplvjgxzydrhmykggsdpdu,Somali,2021-01-23 13:00:00,6
ignhswidpbrawzkqsinuwhjiupoakrpah,Somali,2021-01-23 14:00:00,16
bxphzxznyexrobmflrktxlblhpebkojsorkanydokfalqpqejybfrndhdrgyuhoqrruboorlsqxakqqaphehwwqteglo,Maasai,2021-01-23 15:00:00,89
mvtpjadgdtqzlcogttpljxj,Dholuo,2021-01-23 16:00:00,16
rvnvxwzookhddewbvyenqgtdzabwktkaeznyjdjojjqsuzgxlqqchvqyxhyybrhszzjcykpmocgjrdjbgbsefxhgnar,Somali,2021-01-23 17:00:00,62
umrmoijoitukmyaowqatqzi,Somali,2021-01-23 18:00:00,99
hapczwgwgvrdcmjukqhudrlupvxjawagnmzwrrwhkfigpfvhyqxynsdwcfxhypletdydmfojdsklvhsgqriucdtbj,Swahili,2021-01-23 19:00:00,4
kxcysvoccvxtdkxundtztdruceozpmjeqwwwzxlpzgiznvb,Swahili,2021-01-23 20:00:00,2
ybaeigpmhzoerhdzidvawqygvzcqlgeohveenvficnvivyveurvkgdtlggzsia,Maasai,2021-01-23 21:00:00,92
lilcsctsjkbcpbzpcsnesbsvnrs,Swahili,2021-01-23 22:00:00,87
yvkxjjgztzxffodqqmywjekgmsvkdotkcaforrifodnqxhzujoixofveud,Dholuo,2021-01-23 23:00:00,100
vtrajjcliileupsvbuzapulscszbng,Somali,2021-01-24 00:00:00,46
ckoqlfkidgfiyyvxbvyoqaeubycbvifwhodfeuyxhwoqkzdhcrapjl,Swahili,2021-01-24 01:00:00,25
rhqhwfzjczixayiswtvpgduvbukshdkirryakfyomzgbye,Somali,2021-01-24 02:00:00,42
ddybrqvrthrryethfnvcxcnkvfugxzdipmvttyllfhdfwvsmhwyiyhaqhzythimbpt,Swahili,2021-01-24 03:00:00,97
dgmlbyypfxlsbjgxbzsjvlglvajjwcaurnutfv,Maasai,2021-01-24 04:00:00,31
sslpzsorfqhywojepxuuegzdflbvxkcrueadjcrotdyqhmtbhnl,Kalenjin,2021-01-24 05:00:00,5
szykixftazamqdrhyxjtyyoluuqfsdtuymleseqhzdjzdjpsupmljbsuljmvgd,Swahili,2021-01-24 06:00:00,85
prrlrfqlvvngy,Swahili,2021-01-24 07:00:00,91
hfefcxdmhds,Kikuyu,2021-01-24 08:00:00,51
wrpadjbdumlrxbuepkiytmhcffptixyeacynbsrykwyvhpfofcoavdfq,Maasai,2021-01-24 09:00:00,97
footvppssqxnvcgotjjuzklbqebrsjfbipgogatxblebehmkqbhkqiudoxkzxnffxygiohsvcvamdejpipzo,Kalenjin,2021-01-24 10:00:00,89
wlhbnzxrwkeasmlqjuldfyrvcqeotrtbyrwhigzzivssskmryrpj,Somali,2021-01-24 11:00:00,39
okdduravahtb,Dholuo,2021-01-24 12:00:00,59
kiqawpiirxnweds,Kikuyu,2021-01-24 13:00:00,67
pqqdnnddakribtrkfbprempfqpfiacujpcajltmqfelcqovhdbvbgehefhxncoffpczsadwqbpkiaedlbdidewksjvdsgiaee,Kikuyu,2021-01-24 14:00:00,74
ivfcocjfrdobupanvbrtckrocogzirrceokptyowazrdvvyemgirjlzzeyufmdlwwokkazsujoeiqmlub,Swahili,2021-01-24 15:00:00,27
ayiyicnonehuasyzmmnjjuktmfikrqvltpgltwtbhhpqejmyvnuawsjqjuygcrbphxiiqfxqzt,Kikuyu,2021-01-24 16:00:00,69
olcdnjbhlginktexpsdnjcichjgvfxsxbsqobhsgetfsmebdoqnnxbuuxmwkupawmojjbtduvmq,Kalenjin,2021-01-24 17:00:00,8
cpahwymvtxsrfhfezkvpbdnmqbcfk,Somali,2021-01-24 18:00:00,26
ctkmxgizijvujxtfwqdobajlaqftcqacrwcletvberrrcdcoeflflspaqirowcjpukwvameagbmbclpemhzrd,Somali,2021-01-24 19:00:00,39
txcprxldslizddiwrvwgduxlljoxhfsnjqblljmashkizbmfgf,Kalenjin,2021-01-24 20:00:00,20
hwarcpvhwqidnhgwzpjtlvoteffexiirnycahviemgvyldimtgztwgfembtpxhkbwzlrhrtao,Kikuyu,2021-01-24 21:00:00,14
ogmolwcoavhvydmkwgcurrywpxtumxu,Kalenjin,2021-01-24 22:00:00,75
gxzzilygpueazbyfkhb,Kalenjin,2021-01-24 23:00:00,17
fqfcjyfuvteypsrfpuwwugndkhpgefkudadmwhzgftvvkhbftzzqlzofcpltkxeqgxxsrvcf,Kikuyu,2021-01-25 00:00:00,38
ghgxqlvdnwbaimcdhhftycxlbvptarcshfdcmntjksuvzubbvhvfnqpxeukfywakyhy,Somali,2021-01-25 01:00:00,79
obytpxdeonpyqyoyaxqpswxpgozel,Somali,2021-01-25 02:00:00,43
ylnzwnucfswaowulguorxlukxinhhvynsnotbubbwwdgdmkldwrkojmulbofawblllqzugflvsuhfsnkpqcwgespscsp,Somali,2021-01-25 03:00:00,75
kyyakrwuwdkoef,Kalenjin,2021-01-25 04:00:00,88
eitwrktpigjhrihrnyfhlkuopdyvcksec,Swahili,2021-01-25 05:00:00,10
zjphnygaccdxosvwhkqqgfdaojxaljbkfqqvqfupclirpnwfnkigtqarddcpsjrzap,Somali,2021-01-25 06:00:00,32
lzxwfskqrlmksomlu,Swahili,2021-01-25 07:00:00,97
hqvinyabdtmvlopytwfpkzxgtzhyqxxagpqynd,Kalenjin,2021-01-25 08:00:00,52
bssbuxoucz,Kalenjin,2021-01-25 09:00:00,26
okxbnomcxvvuwieyrpoxhkuvgzqphtuxlzmrozfqgtuyxwlfnltlozetqmqnwsjucc,Maasai,2021-01-25 10:00:00,17
xptdajpxwohmwztuvjkgwodfvzufzsczbnspsfpglzkomatutgbdgi,Kalenjin,2021-01-25 11:00:00,28
cqtpjtlrcqpuukwou,Somali,2021-01-25 12:00:00,60
njpvcfggoetfcehnyqajmhtiufeckgotvszxorsihxzcoookkck,Maasai,2021-01-25 13:00:00,97
hlzgzdmofykhucfphgflokgymoaenbrovpcslvmdfusfwrfgidamtuximauvgklagpptafbarqgfurtttpkbitgevaabzmu,Somali,2021-01-25 14:00:00,97
euzkostujrszrevyxkhnrxafkjsatmal,Kalenjin,2021-01-25 15:00:00,71
hzkynhwthpavzhoshnbxevnpgyrs,Kalenjin,2021-01-25 16:00:00,90
uvahmzdfiixkusobhajvghongfhpqqfnsyxwajofca,Kalenjin,2021-01-25 17:00:00,16
pljoivrjjpwwpfkzexnsrfhaljexzeroofdizhewxebcxo,Swahili,2021-01-25 18:00:00,98
xhgynohnyclyjuvmebdczauazgjqgxrsshvgqmfyufhrogjlsegaid,Maasai,2021-01-25 19:00:00,59
tiwtojztopkduawatrtushusiljhxshttficnsoggmommxkixiudsdsvfxpuyhxemoly,Dholuo,2021-01-25 20:00:00,95
ujnejmczbmjpbvtoyvn,Kikuyu,2021-01-25 21:00:00,9
xyndpleaeyifstwcklmjubquufcuokwydgflcghlpeyyzlzattyfbwqrhalzhruitkspbmigdniionrbhgnzq,Somali,2021-01-25 22:00:00,55
pwgelfuddxdbkyqgxweheufzjdayecvswpkatyfwlwagtsvwasj,Dholuo,2021-01-25 23:00:00,43
bqbyrybzllmgpxbfrvdzghwljdcqvfxshlqlyavhrmhblnzerbykrcutuumtshxxhptpnvipgd,Somali,2021-01-26 00:00:00,13
blbvnxziuppdidgfafnvzvhrqrjygppslfxaazuhpkluukiyaiusnqmalhhwlaflhbtnheindhtlpkhwmicduulvybdjocqyk,Somali,2021-01-26 01:00:00,78
ztfppxropuambwhqixlagvxdeqizkvhmtrthimwuiocolgtuidwdtjiozxgkhehrwgiwqwnero,Kalenjin,2021-01-26 02:00:00,1
qmdbydcxwfrlibubfs,Maasai,2021-01-26 03:00:00,11
pruguungjlmmgigrdgclmyizszzohzerpjvaq,Kikuyu,2021-01-26 04:00:00,55
aaypeeqzalborqz,Somali,2021-01-26 05:00:00,60
sltxseubxpfgkefwdhbhskkrqcabxqvfxhnvzh,Dholuo,2021-01-26 06:00:00,59
xwwcqusadxktmwsvmmvmgcreuwnxprjggcxiptsdiqxnuynjhxmmfyjqiyjfvrdmdyhodg,Kikuyu,2021-01-26 07:00:00,2
bzwswjnubzygcxkkcwskdsbwcmidpefiujxsmcxsawxrlhcrcqwmmopsxyrbwfmvezkwlopfnihy,Kikuyu,2021-01-26 08:00:00,98
mbnzpmvstjeozqzoxdgqhmjboscvyzt,Kikuyu,2021-01-26 09:00:00,69
ysmijoqisnvptbjtuyvtuxid,Kikuyu,2021-01-26 10:00:00,90
nnibbrwinfvyqxrwbyuxvszmeqfgkuyhztnoxoxvjvkpfuqzpsjlfmtupwnorzzpgcwjosfmloukolsbajfhrawqqvy,Dholuo,2021-01-26 11:00:00,26
ygldftgrpamblvmmsdnhdnfcjmpkptlcpkgrrapamdptrrokydzhrspgykvfjepvielphukxiwudqiszwtmsy,Swahili,2021-01-26 12:00:00,12
agrwcnxqmvjmspqarfypjoqmtvxpj,Maasai,2021-01-26 13:00:00,16
bnhwmtadvowekbjqyjjbbcjjmoivtydsk,Maasai,2021-01-26 14:00:00,100
kufrvwcdzzeugpcmfetq,Swahili,2021-01-26 15:00:00,65
vubsiebwzcsmnbswvtledxeeftufeosyiszvyzqxasticzjgeqlzvqkrictimkbycbqvblldndtmirjalkdhakzmhtdearevvjb,Swahili,2021-01-26 16:00:00,2
nuvhwgaehzscxpvonuldsyawrltmgslugqjtpfavuolwovdmlpfkiklleencjnrbylbqfrqaufetwzdudjbttaybidayog,Dholuo,2021-01-26 17:00:00,39
tvhyqahkdjyjoszifqzxvpsjvlbuxmiqwhggtcjbrcnkoribszaumnlzwqwcfzowfxzzgkdetsojlzswcjykahyoskkjytnikieh,Maasai,2021-01-26 18:00:00,75
lljpbdmemumywjltswmhkdswsbggdgxutrgxfhfnptndirvqyjfmjrtbtvlxmzanzmew,Somali,2021-01-26 19:00:00,87
zhqukfrwlkkuwlafelakchhlbmjmvkdgifmmbjavpdikcwetfaemzbtpyjflulfhrtenokwfe,Dholuo,2021-01-26 20:00:00,30
gamcudkrrgrryvmdexqzvujkyfzftykxdvhlfblxpttslxkeprjurgnavzhibisyqojxyshuxwwbxkmgrxlzdnhcngbex,Dholuo,2021-01-26 21:00:00,38
erdcnbndwyhvstiukkibyncc,Maasai,2021-01-26 22:00:00,3
kzdkxerwpwpkpdvj,Kikuyu,2021-01-26 23:00:00,100
byamiclbdbydzhazhurwdnzouxkuzdzkelrycqbnmchxlsr,Kikuyu,2021-01-27 00:00:00,58
ktlutruyjfszuwqbgsiahgtzklabp,Dholuo,2021-01-27 01:00:00,5
vqdwsvqnyftbcshvamaygctcuuqnrpzmbihupdnqwhndppgjsqluo,Maasai,2021-01-27 02:00:00,32
zoltxfnhubtgtetuketkcratmioltcdlhtstoxwlcxnyxpzcjiwjvogzqrpch,Kalenjin,2021-01-27 03:00:00,68
rlarnysmrztfqrodtkyqlldvkbfkcifcttadyeoabhuaowahbui,Somali,2021-01-27 04:00:00,29
luegcijucdxwepceinrgkqgqrjjufoivvsqryezauypvioqszrnejrtgdaucihulzswxobfmwsnzmzhxcubmqn,Somali,2021-01-27 05:00:00,56
jcdfiwfwiytwjhyqznrogsarbczlbvetohxyfiszvdbbjvzhaqedd,Kalenjin,2021-01-27 06:00:00,94
wcmryqkcsbvbgruiscphghfaurmg,Dholuo,2021-01-27 07:00:00,40
egsbpczbeurffortaboavrhcytpolxcylfhtkehhyjrywdipbhngpzodwlauraezifxsmvrnfxlbhhrlyyfhqornusme,Swahili,2021-01-27 08:00:00,92
lbwkokbwwwxcgypkxziyihwhhtpjqfetmtwxjdguhlschdztztavpihnbkknriokzbowaxkyhpbswkdnqizeqblhmmjpoywfeoc,Maasai,2021-01-27 09:00:00,4
gcsvfevwqcpfhnqhhpayjakluknznmmdmbvtfbumhcvmlozndnezfrvuixcjexinhinebxlwke,Maasai,2021-01-27 10:00:00,31
wzstzgoszgtzaefyexoipacdtexfcdqyip,Swahili,2021-01-27 11:00:00,63
